"","X","PrizeID","Alias","Prize.Name","Inst","Year","Genre","person_id","person_role","last_name","first_name","name","gender","sexuality","uk_residence","ethnicity_macro","ethnicity","highest_degree","degree_institution","degree_field_category","degree_field","viaf","book_id","book_title"
"367",367,3,"Costa First Novel Award","Costa First Novel Award","Costa",2006,"fiction",106,"winner","Penney","Stef","Penney, Stef","woman","unknown",TRUE,"White British","Scottish","Bachelors","unknown","Philosophy and Theology","Philosophy and Theology","85813646",259,"The Tenderness of Wolves"
"368",368,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2006,"non-fiction",683,"shortlisted","Reiss","Tom","Reiss, Tom","man","unknown",FALSE,"Jewish","Jewish American","Unknown","unknown","Unknown","Unknown","225448",849,"The Orientalist"
"369",369,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2006,"non-fiction",678,"winner","Shapiro","James","Shapiro, James","man","unknown",FALSE,"Jewish","Jewish American","Doctorate","University of Chicago","Language and Literature","English Literature","111853839",844,"A Year in the Life of William Shakespear"
"370",370,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2006,"fiction",70,"shortlisted","Smith","Ali","Smith, Ali","woman","queer",TRUE,"White British","Scottish","Unknown","unknown","Unknown","Unknown","118024365",305,"The Accidental"
"371",371,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2006,"fiction",22,"winner","Smith","Zadie","Smith, Zadie","woman","unknown",TRUE,"Black British","Jamaican British","Unknown","unknown","Unknown","Unknown","14951645",303,"On Beauty"
"372",372,8,"Booker Prize","Man Booker Prize","Booker Foundation",2006,"fiction",249,"shortlisted","St Aubyn","Edward","St Aubyn, Edward","man","unknown",TRUE,"White British","English","Unknown","Sydney University","Unknown","Unknown","85649927",313,"Mother's Milk"
"373",373,5,"Costa Biography Award","Costa Biography Award","Costa",2006,"biography",107,"winner","Thompson","Brian","Thompson, Brian","man","unknown",TRUE,"White British","English","Unknown","unknown","Unknown","Unknown","n/a",327,"Keeping Mum"
"374",374,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2006,"fiction",357,"shortlisted","Tiffany","Carrie","Tiffany, Carrie","woman","unknown",TRUE,"White British","Irish British Australian","Masters","Royal Melbourne Institute of Technology","Writing","Creative Writing","71688469",449,"Everyman's Rules for Scientific Living"
"375",375,8,"Booker Prize","Man Booker Prize","Booker Foundation",2006,"fiction",235,"shortlisted","Waters","Sarah","Waters, Sarah","woman","queer",TRUE,"White British","Welsh British","Doctorate","University of London","Language and Literature","English Literature","74035188",352,"The Night Watch"
"376",376,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2006,"fiction",235,"shortlisted","Waters","Sarah","Waters, Sarah","woman","queer",TRUE,"White British","Welsh British","Doctorate","University of London","Language and Literature","English Literature","74035188",352,"The Night Watch"
"377",377,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2006,"crime",475,"shortlisted","Wilson","Laura","Wilson, Laura","woman","unknown",TRUE,"White British","English","Unknown","University of Oxford","Language and Literature","English","121020429",607,"A Thousand Lies"
"378",378,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2007,"fiction",329,"winner","Adichie","Chimamanda Ngozi","Adichie, Chimamanda Ngozi","woman","unknown",FALSE,"African","Nigerian America","Masters","Johns Hopkins University/Yale University","Multiple","Creative Writing/African History","87194517",442,"Half of a Yellow Sun"
"379",379,8,"Booker Prize","Man Booker Prize","Booker Foundation",2007,"fiction",242,"shortlisted","Barker","Nicola","Barker, Nicola","woman","unknown",TRUE,"White British","English","Bachelors","Durham University","Unknown","Unknown","66627085",22,"Darkmans"
"380",380,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2007,"crime",467,"shortlisted","Blunt","Giles","Blunt, Giles","man","unknown",FALSE,"Non-UK White","White Canadian","Bachelors","University of Toronto","Language and Literature","English Literature","79514077",597,"Fields of Grief"
"381",381,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2007,"crime",462,"shortlisted","Burke","James Lee","Burke, James Lee","man","unknown",FALSE,"Non-UK White","White American","Masters","University of Missouri","Language and Literature","English","110621918",598,"Pegasus Descending"
"382",382,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2007,"non-fiction",674,"shortlisted","Buruma","Ian","Buruma, Ian","man","unknown",FALSE,"Jewish","Dutch Jewish American","Masters","Nihon University","History and Cultural Studies","Japanese Cinema","108393038",840,"Murder in Amsterdam"
"383",383,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2007,"non-fiction",673,"winner","Chandrasekaran","Rajiv","Chandrasekaran, Rajiv","man","unknown",FALSE,"Asian","Indian American","Bachelors","Stanford University","Politics and Economics","Political Science","75737703",839,"Imperial Life in the Emerald City"
"384",384,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2007,"fiction",159,"shortlisted","Cusk","Rachel","Cusk, Rachel","woman","unknown",TRUE,"White British","British","Bachelors","University of Oxford","Language and Literature","English Literature","318745",443,"Arlington Park"
"385",385,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2007,"fiction",245,"shortlisted","Desai","Kiran","Desai, Kiran","woman","unknown",TRUE,"Asian","Indian American","Masters","University of Delhi","Language and Literature","English Literature","34618623",71,"The Inheritance of Loss"
"386",386,8,"Booker Prize","Man Booker Prize","Booker Foundation",2007,"fiction",241,"winner","Enright","Anne","Enright, Anne","woman","unknown",FALSE,"Irish","Irish","Masters","University of East Anglia","Writing","Creative Writing","84193881",86,"The Gathering"
"387",387,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2007,"crime",468,"shortlisted","Flynn","Gillian","Flynn, Gillian","woman","unknown",FALSE,"Non-UK White","White American","Masters","Northwestern University","Writing","Journalism","103168327",599,"Sharp Objects"
"388",388,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2007,"fiction",355,"shortlisted","Guo","Xiaolu","Guo, Xiaolu","woman","unknown",TRUE,"Asian","Chinese British","Masters","Beijing Film Academy/National Film & TV School","Arts","Film Studies","76549542",444,"A Concise Chinese-English Dictionary for Lovers"
"389",389,8,"Booker Prize","Man Booker Prize","Booker Foundation",2007,"fiction",201,"shortlisted","Hamid","Mohsin","Hamid, Mohsin","man","unknown",TRUE,"Asian","Pakistani British","Juris Doctor","Harvard University","Law","Law","12483166",130,"The Reluctant Fundamentalist"
"390",390,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2007,"fiction",356,"shortlisted","Harris","Jane","Harris, Jane","woman","unknown",TRUE,"White British","English","Doctorate","University of East Anglia","Unknown","Unknown","60249802",445,"The Observations"
"391",391,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2007,"non-fiction",675,"shortlisted","Hennessy","Peter","Hennessy, Peter","man","unknown",TRUE,"White British","Irish British","Doctorate","unknown","History and Cultural Studies","Unknown","120884366",841,"Having it so Good"
"392",392,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2007,"non-fiction",676,"shortlisted","Howell","Georgina","Howell, Georgina","woman","unknown",TRUE,"White British","British","None","none","None","None","113526788",842,"Daughter of the Desert"
"393",393,8,"Booker Prize","Man Booker Prize","Booker Foundation",2007,"fiction",243,"shortlisted","Jones","Lloyd","Jones, Lloyd","man","unknown",FALSE,"Non-UK White","White New Zealander","Bachelors","Victoria University of Wellington","Unknown","Unknown","114286911",161,"Mister Pip"
"394",394,7,"Costa Children's Book Award","Costa Children's Book Award","Costa",2007,"children's",105,"winner","Kelley","Ann","Kelley, Ann","woman","unknown",TRUE,"White British","British","Unknown","unknown","Unknown","Unknown","66427389",165,"The Bower Bird"
"395",395,2,"Costa Book of the Year","Costa Book of the Year","Costa",2007,"no/any/multi genre",101,"winner","Kennedy","AL","Kennedy, AL","woman","unknown",TRUE,"White British","Scottish","Bachelors","University of Warwick","Arts","Theatre","258149105999268490230",168,"Day"
"396",396,4,"Costa Novel Award","Costa Novel Award","Costa",2007,"fiction",101,"winner","Kennedy","AL","Kennedy, AL","woman","unknown",TRUE,"White British","Scottish","Bachelors","University of Warwick","Arts","Theatre","258149105999268490230",168,"Day"
"397",397,1,"James Tait Black Prize for Fiction","James Tait Black Prize for Fiction","The University of Edinburgh",2007,"fiction",16,"winner","McCarthy","Cormac","McCarthy, Cormac","man","unknown",FALSE,"Non-UK White","White American","None","none","None","None","29558386",205,"The Road"
"398",398,12,"BSFA Award for Best Novel","BSFA Award for Best Novel","British Science Fiction Association",2007,"sff",500,"winner","McDonald","Ian","McDonald, Ian","man","unknown",TRUE,"Irish","Scottish Irish","Unknown","unknown","Unknown","Unknown","100337159",643,"Brasyl"
"399",399,8,"Booker Prize","Man Booker Prize","Booker Foundation",2007,"fiction",17,"shortlisted","McEwan","Ian","McEwan, Ian","man","unknown",TRUE,"White British","English","Masters","University of East Anglia","Writing","Creative Writing","109587997",211,"On Chesil Beach"
"400",400,14,"TS Eliot Prize","TS Eliot Prize","TS Eliot Foundation",2007,"poetry",535,"winner","O'Brien","Sean","O'Brien, Sean","man","unknown",TRUE,"White British","British","Masters","University of Birmingham","Language and Literature","Poetry","69042526",683,"The Drowned Book"
"401",401,3,"Costa First Novel Award","Costa First Novel Award","Costa",2007,"fiction",102,"winner","O'Flynn","Catherine","O'Flynn, Catherine","woman","unknown",TRUE,"Irish","British Irish","Unknown","University of Oxford","Language and Literature","Medieval English","88101250",246,"What Was Lost"
"402",402,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2007,"crime",469,"shortlisted","Russell","Craig","Russell, Craig","man","unknown",TRUE,"White British","Scottish","Unknown","unknown","Unknown","Unknown","45415961",600,"Brother Grimm"
"403",403,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2007,"crime",470,"shortlisted","Sansom","CJ","Sansom, CJ","man","unknown",TRUE,"White British","British","Doctorate","University of Birmingham","History and Cultural Studies","History","38748761",601,"Sovereign"
"404",404,5,"Costa Biography Award","Costa Biography Award","Costa",2007,"biography",103,"winner","Sebag-Montefiore","Simon","Sebag-Montefiore, Simon","man","unknown",TRUE,"Jewish","Jewish British","Doctorate","University of Cambridge","History and Cultural Studies","History","22399708",287,"Young Stalin"
"405",405,8,"Booker Prize","Man Booker Prize","Booker Foundation",2007,"fiction",244,"shortlisted","Sinha","Indra","Sinha, Indra","man","unknown",TRUE,"Asian","Indian British","Unknown","unknown","Unknown","Unknown","12625717",299,"Animal's People"
"406",406,6,"Costa Poetry Award","Costa Poetry Award","Costa",2007,"poetry",104,"winner","Sprackland","Jean","Sprackland, Jean","woman","unknown",TRUE,"White British","English","Bachelors","University of Cambridge","Language and Literature","English Literature","58706449",310,"Tilt"
"407",407,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2007,"crime",466,"winner","Temple","Peter","Temple, Peter","man","unknown",FALSE,"Non-UK White","White South African Australian","Unknown","unknown","Unknown","Unknown","28238136",596,"The Broken Shore"
"408",408,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2007,"non-fiction",677,"shortlisted","Tinniswood","Adrian","Tinniswood, Adrian","man","unknown",TRUE,"White British","English","Unknown","unknown","Unknown","Unknown","85106258",843,"The Verneys"
"409",409,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2007,"fiction",212,"shortlisted","Tyler","Anne","Tyler, Anne","woman","unknown",FALSE,"Non-UK White","White American","Bachelors","Duke University","Unknown","Unknown","39384885",446,"Digging to America"
"410",410,8,"Booker Prize","Man Booker Prize","Booker Foundation",2008,"fiction",236,"winner","Adiga","Aravind","Adiga, Aravind","man","unknown",FALSE,"Asian","Indian Australian","Masters","University of Oxford","Language and Literature","English Literature","85852158",1,"The White Tiger"
"411",411,5,"Costa Biography Award","Costa Biography Award","Costa",2008,"biography",98,"winner","Athill","Diana","Athill, Diana","woman","unknown",TRUE,"White British","British","Bachelors","University of Oxford","Language and Literature","English Literature","64099286",7,"Somewhere Towards the End"
"412",412,2,"Costa Book of the Year","Costa Book of the Year","Costa",2008,"no/any/multi genre",14,"winner","Barry","Sebastian","Barry, Sebastian","man","unknown",FALSE,"Irish","Irish","Unknown","Trinity College, Dublin","Language and Literature","Latin and English","86463948",29,"The Secret Scripture"
"413",413,4,"Costa Novel Award","Costa Novel Award","Costa",2008,"fiction",14,"winner","Barry","Sebastian","Barry, Sebastian","man","unknown",FALSE,"Irish","Irish","Unknown","Trinity College, Dublin","Language and Literature","Latin and English","86463948",29,"The Secret Scripture"
"414",414,8,"Booker Prize","Man Booker Prize","Booker Foundation",2008,"fiction",14,"shortlisted","Barry","Sebastian","Barry, Sebastian","man","unknown",FALSE,"Irish","Irish","Unknown","Trinity College, Dublin","Language and Literature","Latin and English","86463948",29,"The Secret Scripture"
